Year,Month,Week,Fortnight,#Clinic,#Medical Department,#Doctor,#Hospitalization Reason,#Follow Up Reason,#Task Type Id,Task code,Task title,Task is active,Task is for patient,Task is mandatory,Task is manual,Task completed by patient,Is Satisfaction Survey,CorrelationEntity,#Alert Type,Number of tasks,Number of response,Number of alert
2020,3,11,1,1,4,904,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,15,0,0
2020,3,11,1,1,10,463,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,251,0,0
2020,3,11,1,1,3,894,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,11,1,1,8,1262,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,19,0,0
2020,3,11,1,1,16,629,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,196,0,0
2020,3,12,2,1,24,1035,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,3,11,1,1,21,898,2,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,10,0,0
2020,3,12,2,1,8,1262,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,12,2,1,4,1707,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,2,0,0
2020,3,10,1,1,11,264,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,16,0,0
2020,3,12,2,1,8,1262,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,16,1640,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,81,0,0
2020,2,9,2,1,13,330,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,45,0,0
2020,3,10,1,1,17,760,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,10,1,1,12,910,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,34,0,0
2020,3,12,2,1,17,718,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,9,0,0
2020,3,11,1,1,24,1035,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,40,0,0
2020,3,10,1,1,13,359,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,16,0,0
2020,3,12,2,1,9,1172,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,52,0,0
2020,3,12,2,1,7,1315,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,3,32,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,15,15,15
2020,3,11,1,1,11,277,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,6,6,0
2020,3,11,1,1,8,1262,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,45,0,0
2020,3,12,2,1,4,1253,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,4,0,0
2020,3,11,1,1,11,224,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,10,1,1,5,549,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,2,2,2
2020,3,10,1,1,13,326,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,7,7,7
2020,3,12,2,1,16,630,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,4,0,0
2020,3,11,1,1,17,730,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,15,0,0
2020,3,12,2,1,15,505,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,13,0,0
2020,3,12,2,1,11,1014,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,2,0,0
2020,3,12,2,1,4,904,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,12,2,1,9,996,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,6,0,0
2020,3,10,1,1,13,326,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,11,11,0
2020,3,11,1,1,17,763,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,11,1,1,4,84,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,36,0,0
2020,3,10,1,1,22,785,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,15,0,0
2020,3,11,1,1,6,575,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,10,10,0
2020,3,11,1,1,10,1586,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,46,0,0
2020,3,11,1,1,11,99,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,25,0,0
2020,3,10,1,1,10,452,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,29,0,0
2020,3,11,1,1,-1,440,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,46,0,0
2020,3,12,2,1,17,760,4,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,52,0,0
2020,2,9,2,1,13,421,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,42,0,0
2020,3,11,1,1,9,978,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,16,0,0
2020,3,10,1,1,1,19,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,6,6,0
2020,3,11,1,1,24,1841,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,10,0,0
2020,3,9,1,1,13,365,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,5,5,5
2020,2,9,2,1,1,12,2,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,48,0,0
2020,3,10,1,1,4,644,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,6,6,6
2020,3,11,1,1,5,547,2,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,84,0,0
2020,3,11,1,1,11,271,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,5,5,0
2020,3,11,1,1,23,1283,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,3,32,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,72,72,0
2020,3,11,1,1,11,277,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,10,1,1,4,768,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,43,0,0
2020,3,10,1,1,1,19,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,8,8,0
2020,3,10,1,1,12,470,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,28,0,0
2020,3,10,1,1,8,1262,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,55,0,0
2020,3,12,2,1,18,1400,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,10,1,1,17,757,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,16,0,0
2020,3,10,1,1,9,1126,2,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,15,0,0
2020,3,11,1,1,24,1056,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,6,0,0
2020,3,10,1,1,5,551,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,33,0,0
2020,3,10,1,1,2,1180,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,14,0,0
2020,3,11,1,1,5,547,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,448,0,0
2020,3,11,1,1,10,459,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,46,0,0
2020,3,10,1,1,1,28,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,16,0,0
2020,3,11,1,1,1,28,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,274,0,0
2020,3,10,1,1,3,1062,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,2,2,2
2020,3,11,1,1,-1,250,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,27,0,0
2020,3,12,2,1,16,629,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,11,277,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,5,5,5
2020,3,12,2,1,13,435,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,8,0,0
2020,3,12,2,1,8,1789,-1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,61,0,0
2020,3,11,1,1,4,1708,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,10,1,1,1,28,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,28,0,0
2020,3,10,1,1,5,549,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,16,0,0
2020,2,9,2,1,3,32,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,25,0,0
2020,3,11,1,1,10,459,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,84,0,0
2020,3,12,2,1,4,84,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,11,271,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,12,12,12
2020,3,11,1,1,15,501,2,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,80,0,0
2020,3,11,1,1,24,1045,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,10,0,0
2020,3,11,1,1,17,757,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,159,0,0
2020,3,10,1,1,11,250,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,76,0,0
2020,3,12,2,1,10,463,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,2,2,0
2020,3,11,1,1,11,242,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,21,0,0
2020,3,12,2,1,24,1018,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,3,11,1,1,2,1282,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,110,0,0
2020,3,10,1,1,5,547,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,60,0,0
2020,3,11,1,1,13,367,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,17,17,0
2020,3,11,1,1,8,1810,-1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,29,0,0
2020,3,11,1,1,24,1711,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,16,0,0
2020,3,11,1,1,3,887,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,7,0,0
2020,3,11,1,1,19,767,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,8,8,0
2020,3,10,1,1,18,1543,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,32,0,0
2020,3,11,1,1,11,272,4,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,29,0,0
2020,3,12,2,1,34,1582,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,1,0,0
2020,3,12,2,1,15,517,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,62,0,0
2020,3,11,1,1,6,620,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,46,0,0
2020,3,11,1,1,9,1128,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,12,2,1,4,779,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,8,0,0
2020,3,10,1,1,22,785,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,5,5,0
2020,3,12,2,1,7,1315,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,2,2,2
2020,3,11,1,1,13,355,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,136,0,0
2020,3,12,2,1,24,1842,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,4,0,0
2020,3,11,1,1,11,264,4,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,133,0,0
2020,3,11,1,1,9,1002,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,11,0,0
2020,3,11,1,1,13,339,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,6,6,0
2020,3,11,1,1,4,1257,4,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,84,0,0
2020,3,11,1,1,13,346,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,292,0,0
2020,3,11,1,1,4,625,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,42,0,0
2020,3,11,1,1,22,785,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,43,0,0
2020,3,11,1,1,11,259,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,52,0,0
2020,3,11,1,1,-1,178,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,50,0,0
2020,3,12,2,1,17,724,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,4,624,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,12,2,1,13,372,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,3,11,1,1,9,1213,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,10,1,1,5,549,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,80,0,0
2020,3,11,1,1,24,1040,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,12,2,1,-1,440,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,8,0,0
2020,3,12,2,1,10,463,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,11,1,1,5,550,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,10,1,1,9,991,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,64,0,0
2020,3,11,1,1,13,375,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,365,0,0
2020,3,11,1,1,4,553,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,2,2,0
2020,3,11,1,1,5,666,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,211,0,0
2020,3,10,1,1,10,463,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,33,0,0
2020,3,12,2,1,13,349,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,32,0,0
2020,3,11,1,1,13,359,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,12,2,1,5,549,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,20,0,0
2020,3,12,2,1,9,1060,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,54,0,0
2020,3,10,1,1,1,28,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,10,10,0
2020,3,11,1,1,21,1874,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,34,0,0
2020,3,12,2,1,17,755,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,56,0,0
2020,3,12,2,1,11,1061,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,2,2,0
2020,3,11,1,1,11,250,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,100,0,0
2020,3,11,1,1,3,865,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,31,0,0
2020,3,11,1,1,3,884,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,5,5,5
2020,3,11,1,1,3,891,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,11,1,1,13,326,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,177,0,0
2020,3,12,2,1,13,329,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,3,12,2,1,3,865,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,11,1,1,3,894,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,20,0,0
2020,3,11,1,1,10,1642,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,48,0,0
2020,3,11,1,1,24,1048,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,3,3,3
2020,3,11,1,1,1,19,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,18,0,0
2020,3,12,2,1,10,1379,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,108,0,0
2020,3,11,1,1,4,626,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,3,3,0
2020,3,11,1,1,12,470,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,28,0,0
2020,3,11,1,1,5,1920,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,12,0,0
2020,3,10,1,1,1,28,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,12,2,1,11,217,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,93,0,0
2020,3,11,1,1,1,19,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,129,0,0
2020,2,9,2,1,1,963,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,11,1,1,4,626,4,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,228,0,0
2020,3,11,1,1,11,180,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,2,2,0
2020,3,11,1,1,7,1305,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,253,0,0
2020,3,11,1,1,1,19,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,35,0,0
2020,3,11,1,1,11,243,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,6,6,6
2020,3,10,1,1,1,28,3,3,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,26,0,0
2020,3,12,2,1,10,1650,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,4,4,4
2020,3,11,1,1,4,1627,4,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,19,0,0
2020,2,9,2,1,1,19,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,9,0,0
2020,3,12,2,1,11,260,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,30,0,0
2020,3,11,1,1,11,224,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,7,0,0
2020,3,11,1,1,10,1642,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,50,0,0
2020,3,11,1,1,20,923,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,11,1,1,13,419,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,14,0,0
2020,3,11,1,1,3,886,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,50,0,0
2020,3,11,1,1,9,992,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,23,0,0
2020,3,12,2,1,12,910,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,54,0,0
2020,3,11,1,1,17,714,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,57,0,0
2020,3,11,1,1,13,346,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,94,0,0
2020,3,10,1,1,3,32,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,11,1,1,4,1708,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,12,0,0
2020,3,11,1,1,17,763,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,24,0,0
2020,3,11,1,1,13,399,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,44,0,0
2020,3,12,2,1,10,1554,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,10,0,0
2020,3,10,1,1,1,28,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,2,2,0
2020,3,11,1,1,10,1642,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,12,2,1,17,1274,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,3,11,1,1,8,1262,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,1,1,0
2020,3,12,2,1,13,353,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,2,2,0
2020,3,11,1,1,3,841,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,28,0,0
2020,3,12,2,1,21,774,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,2,0,0
2020,3,12,2,1,10,1563,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,9,1,1,17,755,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,46,0,0
2020,3,11,1,1,18,1492,4,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,28,0,0
2020,3,12,2,1,3,841,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,5,0,0
2020,3,11,1,1,13,359,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,42,0,0
2020,3,11,1,1,10,452,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,8,0,0
2020,3,11,1,1,13,359,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,3,0,0
2020,3,10,1,1,3,75,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,11,1,1,-1,882,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,46,0,0
2020,3,11,1,1,31,1356,2,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,27,0,0
2020,3,12,2,1,5,549,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,11,1,1,13,360,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,50,0,0
2020,3,10,1,1,3,32,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,150,150,0
2020,3,11,1,1,17,757,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,2,2,0
2020,3,10,1,1,10,463,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,35,0,0
2020,3,12,2,1,4,625,4,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,9,0,0
2020,3,11,1,1,11,250,2,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,23,0,0
2020,3,11,1,1,5,550,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,11,0,0
2020,3,12,2,1,10,463,4,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,12,0,0
2020,3,12,2,1,11,275,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,1,0,0
2020,3,11,1,1,4,625,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,7,0,0
2020,3,11,1,1,13,346,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,11,0,0
2020,3,11,1,1,17,731,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,11,1,1,6,581,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,1,1,1
2020,3,11,1,1,13,361,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,97,0,0
2020,3,12,2,1,7,1315,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,5,0,0
2020,3,11,1,1,13,326,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,11,11,0
2020,3,10,1,1,11,259,3,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,18,0,0
2020,3,12,2,1,2,1180,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,10,0,0
2020,3,12,2,1,9,1128,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,18,18,0
2020,3,11,1,1,6,600,1,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,26,0,0
2020,3,12,2,1,-1,755,1,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,56,0,0
2020,2,8,2,1,1,12,2,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,11,1,1,3,894,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,8,0,0
2020,3,11,1,1,11,260,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,20,0,0
2020,3,11,1,1,6,581,2,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,1,1,1,1
2020,3,12,2,1,3,32,2,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,7,0,0
2020,3,10,1,1,3,82,3,1,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,30,0,0
2020,3,10,1,1,3,75,1,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,,5,5,0
2020,3,11,1,1,13,361,1,2,1,SUIVI_COVID_ADULTE,,1,1,1,0,,0,,,96,0,0
2020,3,10,1,1,1,30,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,6,6,6
2020,2,8,2,1,1,64,3,1,1,SUIVI_COVID_ADULTE,,0,1,1,0,1,0,SurveyResult,2,2,2,2
2020,3,10,1,1,16,629,3,2,1,SUIVI_COVID_ADULTE,,0,1,1,0,,0,,,31,0,0
